Name,Link,Img,DOB,age(years),status,description,_id
Sachin Khedekar,https://en.wikipedia.org/wiki/Sachin_Khedekar,Sachin Khedekar.jpg,14 May 1965,54,Alive,"Sachin Khedekar is an Indian actor and director known for his work in Hindi, Marathi, Telugu, Tamil, Malayalam and Gujarati language films. His well-known films include Aap Kaa Surroor, Astitva and Shyam Benegal's Netaji Subhas Chandra Bose: The Forgotten Hero in which he portrayed Subhas Chandra Bose.",5ea7c30cff604553fe227260
Sadhu Kokila,https://en.wikipedia.org/wiki/Sadhu_Kokila,Sadhu Kokila.jpg,24 March 1966,54,Alive,"Sahaya Sheelan Shadrach known by his screen name Sadhu Kokila, is an Indian musician, actor, film director and producer, and an occasional screenwriter and lyricist who works in Kannada cinema. Having trained in music at a young age, he is today considered one of India's fastest musical keyboard players.",5ea7c30fff604553fe227261
Saeed Jaffrey,https://en.wikipedia.org/wiki/Saeed_Jaffrey,Saeed Jaffrey.jpg,"8 January 1929,",86,Died,"Saeed Jaffrey OBE was an Indian-British actor whose versatility and fluency in multiple languages allowed him to straddle radio, stage, television and film in a career that spanned over six decades and more than a hundred and fifty British, American, and Indian movies.",5ea7c312ff604553fe227262
Sahil Khan,https://en.wikipedia.org/wiki/Sahil_Khan,Sahil Khan.jpg,5 November 1976,43,Alive,"Sahil Khan is an Indian film actor and fitness entrepreneur. He is known for increasing fitness awareness, and has won awards from several prestigious bodies in Mumbai.",5ea7c315ff604553fe227263
Sahil Shroff,https://en.wikipedia.org/wiki/Sahil_Shroff,Sahil Shroff.jpg,,,Alive,,5ea7c318ff604553fe227264
Sai Kumar,https://en.wikipedia.org/wiki/Sai_Kumar_(Kannada_actor),Sai Kumar.jpg,27 July 1960,59,Alive,"Sai Kumar is an Indian film actor, dubbing artist turned actor and television presenter. He rose to stardom in Kannada cinema and he also acted in Telugu cinema and Tamil cinema.
He has received two state Nandi Awards and three Filmfare Awards South for his work in Telugu and Kannada cinema.",5ea7c31bff604553fe227265
Saikumar,https://en.wikipedia.org/wiki/Saikumar_(Malayalam_actor),Saikumar.jpg,14 April 1963,57,Alive,"Saikumar, also credited as Sai Kumar, is an Indian film actor who appears in Malayalam films. He is the son of Malayalam actor Kottarakkara Sreedharan Nair.",5ea7c31fff604553fe227266
Saif Ali Khan,https://en.wikipedia.org/wiki/Saif_Ali_Khan,Saif Ali Khan.jpg,16 August 1970,49,Alive,"Saif Ali Khan is an Indian film actor and producer. The son of actress Sharmila Tagore and cricketer Mansoor Ali Khan Pataudi, Khan made his acting debut in Yash Chopra's drama Parampara, but achieved success with his roles in the romantic drama Yeh Dillagi and the action film Main Khiladi Tu Anari.",5ea7c322ff604553fe227267
Sara Ali Khan,https://en.wikipedia.org/wiki/Sara_Ali_Khan,Sara Ali Khan.jpg,12 August 1995,24,Alive,"Sara Ali Khan is an Indian actress who works in Hindi films. A member of the Pataudi family, she is the daughter of actors Amrita Singh and Saif Ali Khan and the paternal granddaughter of Mansoor Ali Khan Pataudi and Sharmila Tagore.",5ea7c325ff604553fe227268
Sai Dharam Tej,https://en.wikipedia.org/wiki/Sai_Dharam_Tej,Sai Dharam Tej.jpg,15 October 1986,33,Alive,"Sai Dharam Tej is an Indian film actor who works in the Telugu film industry.
Sai Dharam Tej made his debut as a lead in the film Pilla Nuvvu Leni Jeevitam, directed by Ravi Kumar Chowdary opposite Regina Cassandra.",5ea7c327ff604553fe227269
Sajid Khan,https://en.wikipedia.org/wiki/Sajid_Khan,Sajid Khan.jpg,23 November 1970,49,Alive,"Sajid Kamran Khan is an Indian filmmaker, scriptwriter, talk show host, presenter, and actor. Sajid has been accused of multiple cases of sexual harassment in October 2018 due to which he was suspended by Indian Film & Television Directors’ Association for 1 year.",5ea7c32aff604553fe22726a
Saleem Kumar,https://en.wikipedia.org/wiki/Saleem_Kumar,Saleem Kumar.jpg,10 October 1969,50,Alive,"Salim Kumar is an Indian film actor, director and writer in Malayalam cinema. He won the National Film Award for Best Actor in 2010 for his role in Adaminte Makan Abu. His directorial film Karutha Joothan won the 2017 Kerala State Film Award for Best Story.",5ea7c32eff604553fe22726b
Salim Khan,https://en.wikipedia.org/wiki/Salim_Khan,Salim Khan.jpg,24 November 1935,84,Alive,"Salim Abdul Rashid Khan is an Indian film actor, producer and screenwriter. As a screenwriter, he wrote the screenplays, stories and scripts for numerous Bollywood films. In Hindi cinema, Khan is best known for being one half of the prolific screenwriting duo of Salim-Javed, along with Javed Akhtar.",5ea7c331ff604553fe22726c
Salman Khan,https://en.wikipedia.org/wiki/Salman_Khan,Salman Khan.jpg,27 December 1965,54,Alive,"Abdul Rashid Salim Salman Khan is an Indian film actor, producer, occasional singer and television personality. In a film career spanning over thirty years, Khan has received numerous awards, including two National Film Awards as a film producer, and two Filmfare Awards for acting.",5ea7c334ff604553fe22726d
Sameer Dattani,https://en.wikipedia.org/wiki/Sameer_Dattani,Sameer Dattani.jpg,27 January 1982,38,Alive,"Sammir Dattani, also known as Dhyan, is an Indian film actor who acts in Bollywood, the Hindi film industry, and Sandalwood, the Kannada film industry.",5ea7c337ff604553fe22726e
Samir Soni,https://en.wikipedia.org/wiki/Samir_Soni,Samir Soni.jpg,29 September 1968,51,Alive,"Samir Soni is an Indian film and television actor, director and a former fashion model. Soni made his debut in the Hindi serial Samandar based on Navy officers. In 1996, he appeared as Ashok Mathur in Doordarshan's A Mouthful Of Sky. He made his film debut in China Gate, which was followed by cameo appearances.",5ea7c33aff604553fe22726f
Sampath,https://en.wikipedia.org/wiki/Sampath_(Kannada_actor),Sampath.jpg,25 December 1968,51,Alive,"Sampath Raj Kumar is an Indian film actor who works primarily in the Tamil, Telugu and Malayalam films. He is quite popular in Kannada film industries also. His father is from Nellore Andhra Pradesh and mother is from Trichy in Tamil Nadu.",5ea7c33dff604553fe227270
Sampath Raj,https://en.wikipedia.org/wiki/Sampath_Raj,Sampath Raj.jpg,25 December 1968,51,Alive,"Sampath Raj Kumar is an Indian film actor who works primarily in the Tamil, Telugu and Malayalam films. He is quite popular in Kannada film industries also. His father is from Nellore Andhra Pradesh and mother is from Trichy in Tamil Nadu.",5ea7c340ff604553fe227271
Sandeep Kulkarni,https://en.wikipedia.org/wiki/Sandeep_Kulkarni,Sandeep Kulkarni.jpg,16 November 1964,55,Alive,Sandeep Kulkarni is an Indian actor and painter. He has worked in Marathi films as well as theatre.,5ea7c342ff604553fe227272
Sanjay Dutt,https://en.wikipedia.org/wiki/Sanjay_Dutt,Sanjay Dutt.jpg,29 July 1959,60,Alive,"Sanjay Balraj Dutt is an Indian actor, author and film producer who works in Hindi films. He is the recipient of several awards, including two Filmfare Awards and three Screen Awards.",5ea7c345ff604553fe227273
Sanjay Kapoor,https://en.wikipedia.org/wiki/Sanjay_Kapoor,Sanjay Kapoor.jpg,17 October 1965,54,Alive,"Sanjay Kapoor is an Indian film actor and producer. He is known for starring in the Bollywood hit film Raja as Raja and Anant Mathur on Dil Sambhal Jaa Zara that aired on Star Plus.
He is the founder and director of Sanjay Kapoor Entertainment Private Limited company with his wife Maheep Sandhu.",5ea7c348ff604553fe227274
Sanjay Khan,https://en.wikipedia.org/wiki/Sanjay_Khan,Sanjay Khan.jpg,3 January 1941,79,Alive,"Sanjay Khan is an Indian film actor, producer, director known for his works in Hindi films and television. Sanjay Khan made his debut in Chetan Anand's 1964 film Haqeeqat, followed by the Rajshri film Dosti which won the National Film Award for Best Feature Film in Hindi for that year.",5ea7c34bff604553fe227275
Sanjay Suri,https://en.wikipedia.org/wiki/Sanjay_Suri,Sanjay Suri.jpg,6 April 1971,49,Alive,"Sanjay Suri is an Indian Bollywood actor and producer of Kashmiri origin. He made his debut in 1999 with Pyaar Mein Kabhi Kabhi. He went on to star in many supporting roles, but finally got his big break with Jhankaar Beats in 2003, where audiences started to recognise him as a seasoned actor.",5ea7c34dff604553fe227276
Sanjeev Kumar,https://en.wikipedia.org/wiki/Sanjeev_Kumar,Sanjeev Kumar.jpg,"9 July 1938,",47,Died,"Sanjeev Kumar 1972). He acted in genres ranging from romantic dramas to thrillers. Kumar did not mind playing roles that were non-glamorous, such as characters well beyond his age.",5ea7c350ff604553fe227277
Sankaradi,https://en.wikipedia.org/wiki/Sankaradi,Sankaradi.jpg,"14 July 1924,",77,Died,"Chandrasekhara Menon, better known by his stage name Sankaradi, was an Indian actor. He was a veteran Malayalam comedian and character artiste, who had over 700 Malayalam films to his credit. He was one of the first realistic actors in South Indian cinema.",5ea7c353ff604553fe227278
Sanketh Kashi,https://en.wikipedia.org/wiki/Sanketh_Kashi,Sanketh Kashi.jpg,1954,62,Died,"Kashi known by his professional name Sanketh Kashi, was an Indian film actor in the Kannada film industry. Some of the notable films of Kashi as an actor include Ulta Palta, Nammoora Mandara Hoove, Beladingalagi Baa, and Mangalyam Tantunanena.",5ea7c357ff604553fe227279
Santhanam,https://en.wikipedia.org/wiki/Santhanam_(actor),Santhanam.jpg,21 January 1980,40,Alive,"N. Santhanam is an Indian film actor and producer whose main works are in Tamil cinema. Beginning his career as a comedian on television, he rose to fame through his performances in STAR Vijay's Lollu Sabha enacting the lead role in spoofs of Tamil films.",5ea7c35aff604553fe22727a
Sapru,https://en.wikipedia.org/wiki/Sapru_(actor),Sapru.jpg,"16 March 1916,",63,Died,"D. K. Sapru, commonly known as Sapru, was an Indian film actor who worked as a character actor in Hindi cinema, noted for films such as Sahib Bibi Aur Ghulam, Heer Raanjha and Pakeezah.",5ea7c35dff604553fe22727b
Sarath Babu,https://en.wikipedia.org/wiki/Sarath_Babu,Sarath Babu.jpg,31 July 1951,68,Alive,"Sathyam Babu Dixithulu, known by his stage name Sarath Babu, is an Indian film actor, known for his works in Tamil, Telugu, Kannada, Malayalam and Hindi. He has acted in more than 200 films, most of them in a supporting role.",5ea7c360ff604553fe22727c
Sarath Kumar,https://en.wikipedia.org/wiki/Sarath_Kumar,Sarath Kumar.jpg,14 July 1954,65,Alive,"Sarathkumar is an Indian film actor, politician, journalist and former body builder and former president of the South Indian Film Artistes' Association. He has acted in more than 130 Tamil, Malayalam, Telugu and Kannada films. He is fluent in all South Indian languages and is quite proficient in Russian.",5ea7c363ff604553fe22727d
Sarfaraz Khan,https://en.wikipedia.org/wiki/Sarfaraz_Khan,Sarfaraz Khan.jpg,27 October 1997,22,Alive,"Sarfaraz Naushad Khan is an Indian cricketer who plays for Mumbai in the Ranji Trophy and for Kings XI Punjab in the Indian Premier League. Nicknamed Panda for his love of food, Sarfaraz represented India in the ICC Under-19 Cricket World Cup in 2014 and 2016.",5ea7c368ff604553fe22727e
Sathyaraj,https://en.wikipedia.org/wiki/Sathyaraj,Sathyaraj.jpg,3 October 1954,65,Alive,"Rangaraj Subbiah, professionally known as Sathyaraj, is an Indian actor, producer, director, media personality and a former politician who has predominantly appeared in Tamil cinema.
He started his career in antagonistic roles and later played lead roles.",5ea7c36bff604553fe22727f
Sathyan Nadar,https://en.wikipedia.org/wiki/Sathyan_(actor),Sathyan Nadar.jpg,"9 November 1912,",58,Died,"Sathyan was an Indian film actor known for his work in Malayalam cinema. Noted for his natural style and versatility, Sathyan won two Kerala State Film Awards for Best Actor. He was also popularly referred to as Sathyan Master.
Sathyan served as an officer in the British Indian Army during World War II.",5ea7c36dff604553fe227280
Sathyan Sivakumar,https://en.wikipedia.org/wiki/Sathyan_(Tamil_actor),Sathyan Sivakumar.jpg,11 June 1975,44,Alive,"Sathyan Sivakumar is a Tamil film actor and comedian. He is the only son of veteran producer, Madhampatty Sivakumar. Making his acting debut in 2000 with a lead role in Ilaiyavan, he subsequently has been appearing mainly in supporting and comedic roles in over sixty Tamil films.",5ea7c370ff604553fe227281
Satish Shah,https://en.wikipedia.org/wiki/Satish_Shah,Satish Shah.jpg,25 June 1951,68,Alive,Satish Shah is a Hindi film and television actor and has also worked in a few Marathi films. He is perhaps best known for his roles in the 1984 sitcom Yeh Jo Hai Zindagi directed by Kundan Shah and ...,5ea7c372ff604553fe227282
Sathish Ninasam,https://en.wikipedia.org/wiki/Sathish_Ninasam,Sathish Ninasam.jpg,2 June 1985,34,Alive,"Shiva, known by his screen name Sathish Ninasam, is an Indian actor who appears in Kannada films. Having made his film debut with Madesha, Sathish appeared in small but significant roles in films like Manasaare, Pancharangi, Lifeu Ishtene and Drama.",5ea7c375ff604553fe227283
Satyajeet Puri,https://en.wikipedia.org/wiki/Satyajeet_Puri,Satyajeet Puri.jpg,25 September 1960,59,Alive,"Satyajeet Puri is an Indian actor working in the Hindi film industry. He started his career as a child artist with Satyen Bose-directed Mere Lal, released in 1966.",5ea7c377ff604553fe227284
Sathyajith,https://en.wikipedia.org/wiki/Sathyajith_(Kannada_actor),Sathyajith.jpg,"2 May 1921,",70,Died,"Satyajit Ray was an Indian filmmaker, screenwriter, music composer, graphic artist, lyricist and author, widely regarded as one of the greatest filmmakers of all time. Ray was born in Calcutta into a Bengali family which was prominent in the field of arts and literature.",5ea7c37aff604553fe227285
Sayaji Shinde,https://en.wikipedia.org/wiki/Sayaji_Shinde,Sayaji Shinde.jpg,13 January 1959,61,Alive,"Sayaji Shinde is an Indian film actor who has acted in Marathi, Telugu, Tamil, Kannada, Malayalam, English, Gujarati, Hindi films and several Marathi Plays. Sayaji started his acting career in 1978 with acting in Marathi one-act plays.",5ea7c37dff604553fe227286
Senthil,https://en.wikipedia.org/wiki/Senthil,Senthil.jpg,23 March 1951,69,Alive,"Senthil is an actor from Tamil Nadu, India. He is notable for his comedian roles along with fellow actor Goundamani.",5ea7c380ff604553fe227287
Shaam,https://en.wikipedia.org/wiki/Shaam_(actor),Shaam.jpg,4 April 1977,43,Alive,"Shamshuddin Ibrahim, known professionally as Shaam, is an Indian model and Tamil film actor who is also known for his roles in Kannada and Telugu films. Starting his career as a professional model, he soon made his acting debut in the film 12B.",5ea7c383ff604553fe227288
Shahid Kapoor,https://en.wikipedia.org/wiki/Shahid_Kapoor,Shahid Kapoor.jpg,25 February 1981,39,Alive,"Shahid Kapoor, is an Indian actor who appears in Hindi films. Initially recognised for portraying romantic roles, he has since taken on parts in action films and thrillers, and is the recipient of several awards, including three Filmfare Awards.",5ea7c386ff604553fe227289
Shah Rukh Khan,https://en.wikipedia.org/wiki/Shah_Rukh_Khan,Shah Rukh Khan.jpg,2 November 1965,54,Alive,"Shah Rukh Khan, also known by the initialism SRK, is an Indian actor, film producer, and television personality. Referred to in the media as the ""Badshah of Bollywood"", ""King of Bollywood"" and ""King Khan"", he has appeared in more than 80 Bollywood films, and earned numerous accolades, including 14 Filmfare Awards.",5ea7c389ff604553fe22728a
